user,degree_w,betweenness,eigenvector
u_00564,25,6.4699440317838424e-06,0.005954981267649001
u_00489,33,4.061501771813196e-05,0.005954965010189048
u_02012,21,1.1071308317371353e-05,0.005943797043019645
u_00533,24,8.517215969936598e-06,0.005919334198716161
u_01371,25,1.6688545366495856e-05,0.00590754508168513
u_00437,33,0.00022209327876682194,0.00589565532752342
u_01592,14,4.414556253781826e-06,0.0058818672322710425
u_00763,31,6.98105917652279e-05,0.005858459092933753
u_00343,32,3.5576946055703876e-05,0.0058502539579234425
u_00987,17,2.105643756078018e-05,0.005838117831488991
u_00496,26,0.0007302404734226717,0.005827998261545376
u_00458,44,9.835204716361956e-05,0.0058171674694921915
u_00560,18,3.637391712875055e-05,0.0058123676547985
u_00456,41,0.0005313930427358204,0.005792473692120529
u_01443,13,4.698731509437504e-06,0.0057923967864653295
u_00278,38,5.2658654395118595e-05,0.005782007828264184
u_00362,32,0.00015227096894159626,0.005776687872461013
u_00514,20,1.9443714845553255e-05,0.005771938227089646
u_00375,47,5.9844097240101244e-05,0.005766085401594408
u_00263,41,7.77507081349836e-05,0.005749969276705423
u_00814,18,1.7724214660643916e-06,0.005749291167989909
u_00310,40,0.0001253943959168765,0.005749262491993752
u_00631,26,3.988619618505254e-05,0.0057469709835093405
u_00544,47,0.00017292715629814318,0.005740383414754984
u_00569,19,1.9507866992583782e-05,0.005735893458707275
u_00999,38,0.00011301861073164072,0.00573495328227685
u_00247,45,0.00022054081182380916,0.005715739942621123
u_00976,25,7.211218580812675e-05,0.0056967348620478335
u_00876,17,1.1128944325100618e-05,0.005691654099216425
u_01233,29,9.707730404337215e-05,0.0056873653352893655
u_00565,31,3.53800607103662e-05,0.005682946383974098
u_00775,34,0.0003733960767904665,0.005675679060762684
u_00567,22,4.1823278098478595e-05,0.005663589163052224
u_00695,31,3.698340874631878e-05,0.005659183297709716
u_00602,23,2.079763150032956e-05,0.005650553949561888
u_01220,33,0.00021323989065177344,0.005634978464649809
u_00686,33,4.0118244820046286e-05,0.005628672752970922
u_00880,20,3.501135605016917e-05,0.005603043657305416
u_00767,21,6.930931204576422e-05,0.005597156400005055
u_00937,17,1.468764049387588e-05,0.005585703842756164
u_01367,26,8.300077597645011e-05,0.005575918184856975
u_01832,26,8.207647177533884e-06,0.005574391117067714
u_01139,25,8.230617744700524e-05,0.005572039457400883
u_01106,19,8.298573075263534e-06,0.005560015392150375
u_00541,33,2.733535548073068e-05,0.005559897305656596
u_00329,31,7.496112852048576e-05,0.0055558767840152784
u_02188,21,1.1265380276081149e-05,0.00555518799329435
u_00954,17,1.951096386568649e-06,0.005553965833495652
u_00532,41,0.0002459021815595646,0.0055530801166664605
u_00637,18,6.11942271805619e-06,0.005549096049151357
u_00339,35,0.00013550996896135846,0.005545504606151128
u_00780,26,2.612433918272678e-05,0.005529114094278573
u_00574,22,2.9531614642855027e-05,0.005525570533834084
u_00298,40,0.0002021337960039826,0.005500589345991672
u_00462,33,8.922106694170984e-05,0.005492039932034146
u_00434,23,1.8865718023192474e-05,0.005483996696386653
u_01466,22,3.8698290667222944e-05,0.005483638100448901
u_00452,52,0.0002022622397550768,0.005463672593875182
u_00687,36,0.00012209070413876324,0.0054578507923512855
u_02083,22,7.954325387121588e-06,0.005455967088659756
u_01035,20,5.710146593957286e-06,0.00545139883952291
u_00627,20,2.4737998552651407e-05,0.005448756741299852
u_00273,41,7.631969983697366e-05,0.00544529474652529
u_00425,21,3.0926721820978693e-06,0.005441231749822448
u_00970,13,1.6931273941203303e-06,0.0054393992233384425
u_01380,15,2.3092336431066097e-06,0.005395319877702739
u_01029,48,0.00015590478025111855,0.005390804325438909
u_00526,24,3.620905144005813e-05,0.005377969786869065
u_00359,18,3.946901330312206e-05,0.005377146930436302
u_01559,19,4.306898642305604e-06,0.005369229071100575
u_01425,19,9.681539358633603e-06,0.0053581392542681365
u_00570,31,4.2736579695834845e-05,0.005339344537609047
u_00315,41,0.00013858355018549914,0.005333725156132005
u_00760,22,2.7401315610524224e-05,0.005332856267928128
u_00559,24,0.00010981584961331742,0.005328684476173632
u_00835,18,3.09531281430246e-06,0.005326591673824829
u_01848,14,1.035987872909395e-05,0.005317374687330824
u_00389,24,9.461224354778808e-05,0.005316849852944863
u_01862,27,0.00012409466532173685,0.005316707517233065
u_01041,29,7.111192066791806e-05,0.0053046169063595
u_00285,39,0.00028141980996198315,0.00530194416488689
u_00548,20,4.426522569524405e-05,0.005301807387870631
u_01210,35,0.00035919983026388167,0.005299921887554025
u_00783,23,7.213898866911807e-05,0.005298900710946179
u_00726,30,5.2941341812290014e-05,0.00529815382429664
u_00911,32,0.00013738619112516927,0.005291326963220965
u_00495,28,5.094170563159508e-05,0.005290848332657815
u_00793,27,3.538905252792924e-05,0.00528932794075987
u_00226,38,6.042677723374015e-05,0.005284372298201025
u_00990,34,8.121482010042236e-05,0.005282201943569657
u_00827,20,3.5199085471783103e-06,0.00528081791974613
u_01053,13,2.6347315833852883e-05,0.005279978834128635
u_01052,19,3.405736065359492e-05,0.005279412549718741
u_00688,25,8.125937855709633e-06,0.005277684923490074
u_00815,27,8.988181124451142e-05,0.005252657386616185
u_00254,43,0.00018512439020983281,0.005226545416933732
u_01394,36,0.00024682069366840735,0.005225407389483941
u_00861,15,9.04413725904679e-06,0.005224376832322395
u_00233,36,3.0728147126306026e-05,0.0052124033802356745
u_01707,36,5.3279783519156994e-05,0.005212189560758222
u_01115,22,1.9778938459399448e-05,0.005207523783086216
u_00556,19,3.033363976535845e-06,0.005201462728420597
u_00412,28,0.00011593651828065915,0.005200159307961034
u_00969,23,1.4695926750684205e-05,0.005195288485749634
u_00326,20,5.392331568946792e-05,0.00519436631075551
u_00554,27,2.4619917089604198e-05,0.005185860216935433
u_00506,28,8.124093150227477e-05,0.005171432870935869
u_00792,37,9.55258893144055e-05,0.005169721776676847
u_01422,24,8.613592979978715e-06,0.0051682637276469585
u_00522,29,2.2811117875445325e-05,0.005166667554964951
u_00351,32,0.00021979487831617285,0.005161171560070158
u_00966,26,5.775835421101783e-05,0.005146738865558899
u_01193,17,4.10643991011124e-06,0.005146492738662223
u_00605,29,0.00017135348557297374,0.005146223507319942
u_00593,19,1.3656878711349968e-05,0.005114022724676486
u_00427,23,1.3604560016390283e-05,0.005105646974453166
u_01670,16,9.502002360411306e-06,0.0051052711221672405
u_00759,33,3.065949049069798e-05,0.005103243844931633
u_00708,22,9.097136812480286e-06,0.005091795504922854
u_00545,30,0.0003998130089318663,0.005058907105997359
u_00924,17,2.5175827220155092e-05,0.005055028412119009
u_01332,17,7.5814992159663e-05,0.005046132045740375
u_00237,35,6.094441660607601e-05,0.005044376717303886
u_00646,40,6.351226176866753e-05,0.005024013822069571
u_00879,26,5.277812676113678e-05,0.005014846353952177
u_01501,18,5.4660717473403355e-06,0.005008291670132513
u_00500,37,0.0001471952388956752,0.005003634979471212
u_00751,23,3.7968771356248046e-05,0.005001701321714087
u_00613,18,6.952956582982199e-06,0.004986905291759274
u_00586,21,4.1025731627204656e-05,0.004983485390929871
u_01076,16,7.988480400816096e-05,0.004978310867474862
u_00347,34,3.331555591125083e-05,0.004977153088830066
u_02046,22,6.941263595323795e-06,0.004955228370459425
u_01049,27,2.748560568653756e-05,0.004953193381217651
u_01039,13,1.850781707850226e-05,0.004951980143810432
u_00473,30,7.78386495426009e-05,0.004940305880905485
u_01183,33,6.202442838733315e-05,0.004938661347180587
u_00820,24,1.3827159021917223e-05,0.004934849554092808
u_00345,34,0.00017183395854702496,0.004934650733982579
u_01257,21,2.5796545493626742e-05,0.004932021101265898
u_00581,30,1.1133553910700364e-05,0.004927717599696645
u_00447,29,0.0001058934031041913,0.004923721601611707
u_00475,24,4.692119119801573e-05,0.004919673478452167
u_01161,14,5.262835950815749e-06,0.004895098203118994
u_00460,26,1.1474995087480017e-05,0.004890073314643199
u_00403,29,1.8870439981148273e-05,0.0048746642941940215
u_00509,24,3.411068433698322e-05,0.0048726570187994055
u_00950,8,1.0322766928693821e-06,0.004862555350482593
u_01431,23,1.4414515506199004e-05,0.004860591709621238
u_01373,18,3.033107462907942e-05,0.00484321643219894
u_01133,15,1.911479944295063e-06,0.004834959037287849
u_00440,26,8.922398925961147e-05,0.0048324892095850044
u_01599,18,1.6116915447971873e-05,0.004827777758412096
u_00519,27,0.00010722264649254404,0.0048263935278416315
u_01031,20,9.117620640517851e-05,0.004824475556277
u_00791,22,2.5269604539498774e-05,0.0047982935802454415
u_00709,31,0.00011618717395144268,0.004798259889836927
u_01369,12,1.4794626741849182e-06,0.0047962823174348135
u_01735,18,2.1301946398782924e-06,0.004795979048353204
u_00619,24,1.6283497748140227e-05,0.004780510676936692
u_00975,21,6.760398145127695e-05,0.004778040250521463
u_00875,21,2.9456692745684893e-06,0.004773238125240554
u_01460,15,2.099315640300842e-06,0.004772926090988433
u_00371,36,0.00017653697586108628,0.004770590354030837
u_00850,16,2.02011560032163e-06,0.0047676892760756305
u_00468,19,1.2087466350847489e-05,0.004756747105317418
u_00701,17,2.9430041116221347e-05,0.004748784096560768
u_01142,25,3.189721260952898e-05,0.004745132354374807
u_00424,28,0.0001512881681435239,0.004738388000653507
u_00616,31,2.8938912792732868e-05,0.004715825621493218
u_01004,21,7.050540674251463e-06,0.004708183399866735
u_01213,19,4.635686453247399e-05,0.00470661858324499
u_00860,17,6.6619045936558565e-06,0.004698256009250968
u_01537,31,0.00022394104525911212,0.0046869226811129825
u_00889,34,7.859503478530658e-05,0.004657844845078601
u_00811,19,6.474444692822712e-05,0.004653641454838753
u_00747,15,4.650130512744459e-06,0.004653379805520335
u_00441,24,1.2626563839530594e-05,0.004648464707710627
u_00717,19,9.766527719795792e-06,0.0046427182370991395
u_00318,35,0.00010103887887154946,0.0046396601939316705
u_00481,30,2.035978660706756e-05,0.004639606763308711
u_00899,16,2.630112503814106e-05,0.004639558344646701
u_00897,14,9.365372644980937e-06,0.004637814105262809
u_01438,18,4.639684850073855e-05,0.004632812564279516
u_01058,19,2.6259761133600114e-05,0.004632491440909061
u_01300,23,2.9751387506885145e-05,0.004619630798840143
u_00710,21,0.0004697864385994337,0.004612095250178721
u_01347,13,4.678283356955802e-06,0.00460909728537031
u_00550,26,3.8978860025249806e-05,0.004607964484032439
u_01695,17,3.620790457366718e-05,0.004606578604913573
u_00859,14,2.2655826467044857e-06,0.004602239394154473
u_00629,24,2.3477166341774582e-05,0.004592143603177405
u_00416,23,6.564119010592797e-05,0.00457438810361024
u_00614,18,1.3372836438079415e-05,0.004572176101803222
u_01127,19,1.8316801149478567e-05,0.004567520282217387
u_00866,22,4.096972321827028e-05,0.004562447253491268
u_01697,14,3.906915820005765e-06,0.004554644203498833
u_00445,28,5.272159495909762e-05,0.004549263073824727
u_01480,14,2.1224476647772483e-06,0.004548778796949767
u_00621,17,2.218979862938451e-05,0.0045443898443175024
u_00819,15,2.67575658602136e-05,0.0045363281502397365
u_00551,18,4.783873546963923e-05,0.004518851331987483
u_00303,34,2.4837322815611786e-05,0.004495814891558109
u_00956,20,3.233151332404182e-05,0.0044864771424806575
u_01658,25,0.0005766392337272499,0.004485443989865923
u_00625,35,7.452261027292372e-05,0.004480310128667107
u_00732,20,3.0137240942982725e-05,0.004480135001573478
u_01275,19,7.977436766844996e-05,0.004478142325005408
u_01131,22,3.441652821350009e-05,0.004473891404039055
u_00752,20,1.0521141915949864e-05,0.0044642458999111945
u_01178,17,6.128604688004766e-06,0.004463903575781897
u_00418,44,0.0009537941948943928,0.004462985506067399
u_01037,23,4.7835277941085524e-05,0.004457757969313615
u_00921,19,5.879627931491934e-06,0.004456746006323348
u_00807,21,2.2486885883820946e-05,0.0044473557646132235
u_01163,21,1.4173003680268963e-05,0.004429636397362899
u_01229,11,1.5063518136775572e-06,0.004423771850256997
u_01512,10,1.902065162931145e-06,0.004421685275536906
u_01241,15,1.974499860477318e-05,0.004415512442984224
u_02128,13,2.569803831301006e-06,0.004413236393640617
u_00838,13,1.3650311635887734e-06,0.004411503522608399
u_00693,37,0.00016248984244193176,0.004396963240093546
u_00885,21,1.958536829922089e-05,0.004396377000629611
u_00649,25,4.0885047312005624e-05,0.004395971771909791
u_01196,25,0.00010796202793397143,0.0043939071333965254
u_00635,12,2.631056140478277e-06,0.004387395817583629
u_00846,18,3.551371377056083e-05,0.0043849567926512924
u_01317,23,1.4667263451655958e-05,0.004383005056681353
u_00367,26,9.10923023997923e-06,0.00437898319995776
u_01622,13,4.5311630014944375e-05,0.004376912605994755
u_00583,18,2.9627944905527743e-05,0.00437474977141237
u_01617,28,0.00011359817729576465,0.004373849059159362
u_01094,19,1.3947781735126155e-05,0.004373380968916655
u_00530,15,4.244052072272429e-06,0.004371264117430303
u_01773,21,0.00014775289233039706,0.004371159535806627
u_00738,39,0.00037773697296053553,0.004360974042102786
u_00474,28,1.960977670671211e-05,0.004347762674046337
u_00423,29,6.218370533556975e-05,0.004338163298582222
u_01432,13,8.997287969583284e-06,0.0043378859272041465
u_02035,20,2.108786799944293e-05,0.004337022542639593
u_02036,18,5.7223254881438395e-05,0.004335615534797337
u_00677,17,1.0575704103047026e-06,0.004327640538643685
u_01017,16,3.377340855274093e-05,0.004321183182770103
u_00454,30,9.310642915799256e-05,0.004314629652620645
u_00647,22,1.8445279184587717e-05,0.004308121565767669
u_00542,23,2.7303557763154398e-05,0.00430783986768229
u_00931,19,2.2305945723037525e-05,0.004306632108418062
u_01573,13,1.1566905110184563e-05,0.004305508311530039
u_01153,15,1.966240193851148e-05,0.004304126472742383
u_00955,21,2.6366819358606026e-05,0.004301712613257308
u_01509,14,1.005711383938944e-06,0.0042987402280527396
u_00800,28,0.00018394656346900249,0.004295302574722003
u_01272,17,6.46031613629399e-06,0.004287371646126959
u_01268,14,4.4160375468525626e-06,0.004284572456123567
u_01079,21,7.743087510213278e-05,0.004276423172900895
u_00493,27,1.1218496725815655e-05,0.004273808285667265
u_01587,16,2.677566365681964e-05,0.004273435562961024
u_00913,17,3.2146774728331076e-05,0.004270993086685858
u_01252,15,2.249162929409644e-05,0.00426874494402621
u_00426,25,0.000209318657103222,0.004266374836422602
u_00634,36,0.00012661518732787154,0.004262812260833847
u_01264,15,2.0861394372172108e-05,0.004261988549199682
u_01393,15,4.109642136209514e-05,0.0042613138271157935
u_01315,22,4.7637343310151315e-05,0.004260077685870831
u_01454,17,5.725863106222319e-06,0.004259766513421177
u_00313,35,0.00015335087440259586,0.004256838989352023
u_00915,15,1.3063496077681478e-05,0.0042532212302995535
u_00959,13,2.207016111868207e-06,0.004250373519873957
u_01462,12,9.008541430544266e-07,0.004243445607527901
u_01850,15,3.06709052746798e-06,0.0042305709493352245
u_01844,13,8.011605144684071e-06,0.004229297840501085
u_00769,25,2.49682249181101e-05,0.004226855232147533
u_00852,20,2.811412921874237e-05,0.004225898518280196
u_01164,20,1.6221031579785142e-05,0.004225261529176325
u_01124,24,2.491157890395383e-05,0.004220293323894214
u_01666,12,3.0288504696867452e-06,0.004216283070444759
u_01797,19,9.399822361260778e-06,0.004210109402224272
u_01278,11,7.26654790356391e-06,0.004207926921628393
u_00894,16,1.1348512165799753e-05,0.004206505469887413
u_01433,14,6.435623504697379e-06,0.004205819119893796
u_00813,21,1.2967730206468096e-05,0.00420462520867507
u_00543,28,5.465018599181836e-05,0.004201449946652065
u_00449,24,3.73426149572589e-05,0.0042003092530271385
u_00935,18,1.9986373682410137e-05,0.004196405380660287
u_00762,8,7.37858991923192e-07,0.004194557595692223
u_01016,14,6.210857605033758e-06,0.004183567163136524
u_00608,18,1.0176676253697936e-05,0.004183474596862214
u_00661,33,0.00014538727042972616,0.004180385876956628
u_01440,22,0.0004742745470263201,0.00417086452838663
u_00588,28,4.142208984872234e-05,0.004166851178817561
u_00998,8,2.502097806221411e-07,0.004153714142609683
u_00639,18,1.696421867419254e-05,0.004152453885751127
u_00607,20,4.244342380061121e-06,0.004148424396951635
u_00947,25,4.016067566175241e-05,0.00414539132576617
u_00486,21,6.152178878072797e-05,0.004141867685402265
u_02169,9,2.3789437761590528e-07,0.004141785628845037
u_00555,32,8.288318999548755e-05,0.0041389579237175456
u_00575,24,2.197920257339724e-05,0.0041336055120144155
u_00224,45,5.707213135377609e-05,0.004127835167240071
u_01232,21,5.378800770455916e-05,0.004125981230312989
u_01954,25,0.0001321739680823393,0.004125551822718664
u_00946,26,2.0643130407152987e-05,0.004110426710453333
u_01572,14,7.89577238031039e-05,0.004109735195107944
u_00804,31,0.00011897835458745662,0.0041041926924464565
u_00722,18,6.48959919530772e-06,0.004099732158979657
u_01254,38,9.120727766017458e-05,0.004089798070875938
u_00682,17,3.855971855303546e-06,0.004081204621833605
u_01042,18,1.4526418914112234e-05,0.0040807775315123244
u_01552,11,1.2967784247885794e-05,0.004073316919182816
u_00432,30,2.839964997053026e-05,0.00406688328402491
u_01399,11,2.0856919444782456e-06,0.0040646672317825915
u_01150,14,2.2676403348326555e-06,0.0040619877936799885
u_00888,20,1.2989442996376143e-05,0.004057820508139499
u_00503,32,2.9640283564756668e-05,0.004055300469951044
u_01099,12,5.2784070779430224e-05,0.004048406108892503
u_01863,11,6.174343255697491e-07,0.004047272864525178
u_00615,13,5.75991208668571e-06,0.004046133230502946
u_02011,20,2.185248963097142e-05,0.004046000742045389
u_00622,16,1.3893538607814364e-05,0.00404582386028732
u_01931,11,0.00019173621122064202,0.004043139903758124
u_01724,15,1.6327919941171307e-05,0.004041773885524861
u_01160,15,3.794588266740592e-06,0.004040390724501669
u_00312,35,0.00018244783845781297,0.004030355793489755
u_01103,28,2.6997994000846845e-05,0.004024523120196732
u_00610,24,4.0032073474722345e-05,0.004019255610935253
u_01098,17,1.400427335184681e-05,0.004017815950685182
u_01158,21,8.173326200120758e-05,0.00401772961756573
u_00997,23,2.352851507178491e-05,0.0040172458018919496
u_01766,10,1.110349771852092e-06,0.00401499315342382
u_00572,20,0.00014068960567851154,0.004013030577081402
u_00909,20,4.735224253285005e-05,0.0040043980981524264
u_01620,20,5.5002232052576115e-05,0.004001311792506508
u_00648,25,0.00021829904327916254,0.003996334045269979
u_00718,25,5.136662895231441e-05,0.003991083033127502
u_01533,21,2.0063926845188832e-05,0.003989297649119238
u_02091,9,0.0,0.003985877843985731
u_01126,18,3.900428423685912e-05,0.003979003893527904
u_01089,12,9.613849272083914e-07,0.003977926366173292
u_00578,19,7.464684296895082e-06,0.003975328190204142
u_00525,29,1.6084712961918433e-05,0.003974117538740476
u_01130,14,2.4833971702360472e-06,0.003971604564562695
u_01192,13,2.7699567732957995e-06,0.003970929347234774
u_00818,16,1.1288004232994012e-05,0.003968482863545365
u_00520,22,3.0626113281727824e-05,0.003965868262796281
u_00435,22,0.0012190579838401469,0.003961995384225849
u_00929,24,1.1896269414901539e-05,0.00395699162609656
u_00724,19,2.9166251704517484e-05,0.0039535376650595075
u_00789,20,0.00014209395370468088,0.003951859054287915
u_01008,17,0.0001062572768980773,0.003949719824617778
u_01024,19,3.939584431959282e-05,0.003946833249951283
u_00624,21,1.3106344282129482e-05,0.003939050499277681
u_01323,17,1.0082152187987289e-05,0.003926941413297975
u_00958,11,3.966277053570264e-06,0.0039257456877078096
u_01618,10,4.5406534112519585e-06,0.003925333375791557
u_00678,24,5.5803442994757075e-05,0.00392303108019528
u_01964,8,4.241358060545098e-07,0.0039199171071531815
u_00735,12,4.5163608028859853e-05,0.003919238075956688
u_00922,17,4.606835109295447e-05,0.003916258080908656
u_00380,22,1.1166862666374193e-05,0.003915977546481813
u_00854,15,1.0108008050708606e-05,0.00391254808235506
u_00750,16,1.1791330541194883e-05,0.003912492837448621
u_00293,28,9.128645788757071e-05,0.003911461062169186
u_00609,22,1.2866651928860266e-05,0.003910761404091523
u_00355,34,5.955594813857981e-05,0.003909048785167241
u_01397,11,2.495761718148136e-06,0.003906186579626095
u_00590,25,7.335045686364049e-05,0.0039028572758297362
u_00675,37,0.00028499690012683416,0.003899069810337394
u_01726,15,1.423899389887744e-05,0.00388940832698763
u_01279,16,8.935676069935685e-05,0.003888768152467245
u_01184,20,8.387971706097753e-05,0.003883242308226362
u_01156,17,7.4028701827620556e-06,0.003881683024953514
u_01478,19,4.718067670451454e-05,0.0038781608439517386
u_01418,10,2.4142592339257093e-06,0.003874443392272331
u_00757,10,4.4172844575382055e-06,0.003872438911288211
u_01487,13,7.031671335394986e-06,0.003871263259905568
u_01547,15,7.143688078419528e-05,0.003867644339921175
u_00676,19,2.472755540772359e-05,0.0038654422689042988
u_01157,17,3.8593532282160535e-06,0.00386464946582158
u_00972,12,1.5872345565685186e-06,0.003862105894222564
u_02132,15,2.864296847681765e-05,0.003859654605869132
u_00587,11,1.6505484317064533e-07,0.0038578882478708418
u_00786,18,5.232938563888517e-06,0.0038570845799571494
u_00658,18,8.800494121760348e-06,0.003846652657110152
u_00568,19,8.387817748387767e-06,0.0038367222525726276
u_00980,13,5.499059310751697e-06,0.003831839397057699
u_01046,20,1.4909012503534106e-05,0.003826965298155796
u_00535,16,1.6167748225188306e-05,0.003826645243144013
u_00799,25,2.395840862525755e-05,0.0038242324840758977
u_00839,18,4.064739542145695e-05,0.003824146879039248
u_00797,20,7.398346799013186e-05,0.003816918252703217
u_01381,20,7.258058226856096e-06,0.003804536487006698
u_00802,15,2.867089326438021e-06,0.003794747125280562
u_01176,31,4.976541468586679e-05,0.003794732004942224
u_00291,34,4.8615322426204863e-05,0.0037913340098932108
u_02013,16,1.6224610707037878e-06,0.003788376277334474
u_00643,14,8.515829096003776e-06,0.003786562214640868
u_00600,16,5.8544841294821175e-06,0.0037773340831176016
u_01926,12,1.7180866762730447e-06,0.003773996133952485
u_00401,26,2.1385300917717213e-05,0.003773175684705214
u_01082,15,1.771882318129493e-06,0.00377210692003806
u_00790,21,9.968490947138724e-05,0.0037696837907541577
u_00742,21,4.5684923563534675e-05,0.003769203533379883
u_00994,15,5.461536613975232e-06,0.003765660808048608
u_01316,7,1.195470976832605e-06,0.003764421840509945
u_00663,20,3.46074425739266e-06,0.003762402005911088
u_00904,16,1.5101129673632089e-05,0.0037587635319980585
u_00667,17,6.82511111314905e-06,0.0037556650471232177
u_01003,19,4.696853185981226e-06,0.0037429726568212274
u_00597,18,1.1698253641715928e-05,0.003738217226635319
u_01444,8,7.302864612527952e-06,0.003737753236726894
u_01610,14,1.4827134638137386e-05,0.0037367386054641735
u_00713,27,3.9140774371731954e-05,0.003726009146608285
u_01096,22,1.6841931333541947e-05,0.0037257513208703115
u_01692,21,1.689251770078036e-05,0.0037209815294085777
u_00308,37,0.0001796534700037724,0.0037200605385166287
u_00883,12,1.236964686301892e-06,0.0037191500468553387
u_01351,27,0.00013222888044993612,0.003713869618575875
u_00606,25,2.5298209086985404e-05,0.0037129879359291728
u_00719,35,0.0002820605514237218,0.0037111477848813723
u_00512,13,2.0117402184206287e-06,0.003709698500879591
u_01095,17,5.5527877730516885e-06,0.0037046982777342386
u_00945,24,5.478546341907119e-05,0.0037014287373195137
u_00896,25,2.8165507325664692e-05,0.0036991102294978186
u_01894,10,4.555365515638316e-06,0.0036870299633165343
u_01341,14,3.3861453583041116e-06,0.0036814450070821268
u_00584,18,2.423215795363399e-05,0.0036799460919806687
u_00916,23,0.00013494762018823064,0.0036781575335016236
u_01403,9,2.4252253664693016e-06,0.003676839877073787
u_00653,13,8.207889666897096e-06,0.0036752700901012125
u_01907,22,8.374335178209431e-05,0.0036694309065163715
u_00659,22,3.111849936115635e-05,0.0036640011608072252
u_00892,17,3.054185157127849e-05,0.003663634580190856
u_00731,19,3.109918928536007e-05,0.0036598104175780844
u_01554,11,1.0000661395984483e-05,0.003657749829457345
u_00901,14,1.5470080299713865e-05,0.0036538172642808084
u_00692,16,1.738927407188222e-05,0.0036499808173099156
u_01423,22,2.908355979657369e-05,0.0036478304698279564
u_01092,16,7.290474832022129e-06,0.003643161381735798
u_01686,11,1.648082086755431e-05,0.003639507948506027
u_00977,18,3.5654102442808056e-05,0.0036377687828437195
u_01080,15,2.5077737538274643e-06,0.003636302622858706
u_00466,26,5.465837672562117e-05,0.0036299312237627487
u_01288,21,1.1125569286465661e-05,0.003628427315945547
u_01068,17,1.3481036216697839e-05,0.003624427769492181
u_01132,16,2.750790277158839e-06,0.003621322826619528
u_01561,15,4.471646394428377e-05,0.0036152926719638704
u_01335,15,9.040330010257575e-05,0.0036118611159314533
u_01504,11,4.1179516041197345e-06,0.0036082204523038815
u_01116,22,6.504991251378806e-06,0.0036072456499052917
u_01913,7,9.016449513231793e-07,0.0036023722635324454
u_01063,17,3.814230159211061e-05,0.0036008182365752706
u_01018,18,7.86291980610196e-06,0.003599366082672989
u_00654,25,3.1037126889151124e-05,0.0035976933292991052
u_02055,20,2.9634268276703263e-05,0.0035969163252144347
u_01188,18,2.345231044519189e-05,0.0035958898761420627
u_02004,26,7.467619499089455e-05,0.003590044384374967
u_00626,19,2.6441821943628617e-05,0.0035895575556218052
u_01703,13,2.389291749892165e-06,0.0035890399450225923
u_00782,22,4.448048136460413e-05,0.0035838011870405013
u_00284,25,4.3428597016694604e-05,0.0035793125225610017
u_00729,30,3.994566606162847e-05,0.003572325455650266
u_00842,24,4.871646046044771e-05,0.0035701171472722597
u_00547,23,6.164419618396019e-05,0.003557868228583993
u_01136,6,0.0,0.003551535001524981
u_00553,17,2.661752236865238e-05,0.00354939805315272
u_01271,9,1.3113766725476962e-07,0.003548967915598962
u_00893,17,2.011652804349439e-05,0.003548325535172315
u_00919,13,8.49106059926197e-06,0.0035473286728871724
u_01225,13,9.86997347337283e-05,0.0035467457987924974
u_01634,15,9.788756491162146e-06,0.003546533450071796
u_01834,12,5.625073354482949e-06,0.00353807708961543
u_00694,8,1.933398300310306e-06,0.0035368511261002584
u_01489,18,1.8595115562456147e-05,0.0035336889207251503
u_02123,15,7.759967571091141e-06,0.0035318787859994773
u_00787,17,0.00019085852565595856,0.003530947356606489
u_01452,15,2.071533448495032e-05,0.003530858450015407
u_00651,15,7.458231783509471e-05,0.003529622775692037
u_00689,21,1.8030363865747125e-05,0.0035209061907491156
u_02054,27,3.0316905485164126e-05,0.003519677944081377
u_01033,14,1.0207513210298791e-05,0.00351786124317355
u_01356,13,4.477433949660033e-05,0.003516387706408115
u_00490,36,0.00012047735830344287,0.0035154921444418073
u_00465,15,4.981400876614014e-06,0.00351231385524913
u_00832,25,2.399897077665193e-05,0.0035084674400329306
u_00483,27,2.4613316284517832e-05,0.003489990575432191
u_02104,10,3.8440086046289114e-07,0.00348876339011772
u_01536,8,2.0194004892944628e-05,0.0034830526659456397
u_00650,14,6.8147511925392495e-06,0.0034734017087567188
u_01119,18,4.171499192349189e-05,0.0034700807202212554
u_00737,30,3.9024005448162e-05,0.003469964711077404
u_00962,7,9.053840828443727e-08,0.0034663776726844026
u_00864,13,1.1553819800810903e-05,0.0034656316040183326
u_01110,15,2.1109046595540066e-05,0.003460763616650747
u_01112,14,1.539680579305585e-05,0.0034604078183018637
u_01389,10,1.6293651751865823e-06,0.0034598034547032395
u_00491,27,2.068894644473307e-05,0.003459043864077558
u_01708,14,9.29880719811758e-06,0.0034559209270126545
u_00702,18,5.6224619532147354e-05,0.0034542314552435424
u_01669,8,1.3345457167778416e-05,0.0034526524725352905
u_00706,14,1.3176309531020104e-05,0.0034499946653998334
u_00733,10,2.9252620783750946e-06,0.0034439882643343897
u_01151,21,7.115998338985972e-05,0.0034421644472384634
u_00665,15,1.843576922090969e-05,0.0034364327215990467
u_01430,10,5.100032915261128e-06,0.003432784599849191
u_00711,19,2.7192549840966516e-05,0.0034264805070199347
u_00410,22,4.1157724241908645e-05,0.0034257565410129535
u_02029,7,0.0,0.0034116695393275453
u_01228,12,1.3600230806785947e-05,0.003407516375721821
u_01190,14,2.070168544341183e-06,0.0034057796687453263
